Edition,NOC,Change
1904,GDR,
1908,GDR,
1912,GDR,
1920,GDR,
1924,GDR,
1928,GDR,
1932,GDR,
1936,GDR,
1948,GDR,
1952,GDR,
1956,GDR,
1960,GDR,
1964,GDR,
1968,GDR,
1972,GDR,76.24141639778274
1976,GDR,22.920222148587797
1980,GDR,18.73146977571889
1984,GDR,0.0
1988,GDR,-2.30864535014339
1992,GDR,0.0
1996,GDR,0.0
2000,GDR,0.0
2004,GDR,0.0
2008,GDR,0.0
1896,GEO,
1900,GEO,
1904,GEO,
1908,GEO,
1912,GEO,
1920,GEO,
1924,GEO,
1928,GEO,
1932,GEO,
1936,GEO,
1948,GEO,
1952,GEO,
1956,GEO,
1960,GEO,
1964,GEO,
1968,GEO,
1972,GEO,
1976,GEO,
1980,GEO,
1984,GEO,
1988,GEO,
1992,GEO,
1996,GEO,
2000,GEO,88.38709677419357
2004,GEO,-0.40714230211946756
2008,GEO,11.391970185715405
1896,GER,
1900,GER,-32.12594696969697
1904,GER,-27.11772752797176
1908,GER,-18.67232799739541
1912,GER,-6.634381945194456
1920,GER,0.0
1924,GER,0.0
1928,GER,3.922316499561984
1932,GER,-3.9387339639688657
1936,GER,24.108010801098946
1948,GER,0.0
1952,GER,-6.195576229383537
1956,GER,0.0
1960,GER,0.0
1964,GER,0.0
1968,GER,0.0
1972,GER,0.0
1976,GER,0.0
1980,GER,0.0
1984,GER,0.0
1988,GER,0.0
1992,GER,2.1722972208741753
1996,GER,-2.8700810926296727
2000,GER,-3.13533396912139
2004,GER,-1.4373035167602355
2008,GER,-3.2344014267009946
1896,GHA,
1900,GHA,
1904,GHA,
1908,GHA,
1912,GHA,
1920,GHA,
1924,GHA,
1928,GHA,
1932,GHA,
1936,GHA,
1948,GHA,
1952,GHA,
1956,GHA,
1960,GHA,
1964,GHA,-6.336633663366342
1968,GHA,0.0
1972,GHA,-6.844720386080406
1976,GHA,0.0
1980,GHA,0.0
1984,GHA,0.0
1988,GHA,0.0
1992,GHA,167.68607328491464
1996,GHA,0.0
2000,GHA,0.0
2004,GHA,0.0
2008,GHA,0.0
1896,GRE,
1900,GRE,0.0
1904,GRE,-49.38216039279869
1908,GRE,-32.619800520475785
1912,GRE,-24.518978553919734
1920,GRE,-19.13098905791496
1924,GRE,0.0
1928,GRE,0.0
1932,GRE,0.0
1936,GRE,0.0
1948,GRE,0.0
1952,GRE,0.0
1956,GRE,-16.403988918442135
1960,GRE,-13.474964429218861
1964,GRE,0.0
1968,GRE,-12.266201450676084
1972,GRE,-10.698925651726876
1976,GRE,0.0
1980,GRE,-9.112720615969018
1984,GRE,-8.75343086090008
1988,GRE,-8.173356732605331
1992,GRE,-7.400671948684678
1996,GRE,-6.069972034228099
2000,GRE,-4.4537125986304105
2004,GRE,-2.4786345770191454
2008,GRE,-5.078186407863273
1896,GUY,
1900,GUY,
1904,GUY,
1908,GUY,
1912,GUY,
1920,GUY,
1924,GUY,
1928,GUY,
1932,GUY,
1936,GUY,
1948,GUY,
1952,GUY,
1956,GUY,
1960,GUY,
1964,GUY,
1968,GUY,
1972,GUY,
1976,GUY,
1980,GUY,
1984,GUY,0.0
1988,GUY,0.0
1992,GUY,0.0
1996,GUY,0.0
2000,GUY,0.0
2004,GUY,0.0
2008,GUY,0.0
1896,HAI,
1900,HAI,
1904,HAI,
1908,HAI,
1912,HAI,
1920,HAI,
1924,HAI,
1928,HAI,-41.10663983903421
1932,HAI,0.0
1936,HAI,0.0
1948,HAI,0.0
1952,HAI,0.0
1956,HAI,0.0
1960,HAI,0.0
1964,HAI,0.0
1968,HAI,0.0
1972,HAI,0.0
1976,HAI,0.0
1980,HAI,0.0
1984,HAI,0.0
1988,HAI,0.0
1992,HAI,0.0
1996,HAI,0.0
2000,HAI,0.0
2004,HAI,0.0
2008,HAI,0.0
1896,HKG,
1900,HKG,
1904,HKG,
1908,HKG,
1912,HKG,
1920,HKG,
1924,HKG,
1928,HKG,
1932,HKG,
1936,HKG,
1948,HKG,
1952,HKG,
1956,HKG,
1960,HKG,
1964,HKG,
1968,HKG,
1972,HKG,
1976,HKG,
1980,HKG,
1984,HKG,
1988,HKG,
1992,HKG,
1996,HKG,
2000,HKG,0.0
2004,HKG,43.04304304304305
2008,HKG,0.0
1896,HUN,
1900,HUN,-37.711588541666664
1904,HUN,-21.87136193563093
1908,HUN,3.9444067735261212
1912,HUN,13.7298991454051
1920,HUN,0.0
1924,HUN,-0.17141715510211597
1928,HUN,3.3482968166083316
1932,HUN,15.077764249114
1936,HUN,8.53974570890883
1948,HUN,15.021930247924931
1952,HUN,21.390864980348525
1956,HUN,6.318189402436025
1960,HUN,5.271158915932883
1964,HUN,1.4601235380770516
1968,HUN,4.547061854995849
1972,HUN,2.4988263603241467
1976,HUN,-0.9291345700199183
1980,HUN,-0.6281406759140462
1984,HUN,0.0
1988,HUN,-2.223221954869925
1992,HUN,-2.260967039113926
1996,HUN,-2.4228474826970214
2000,HUN,-1.9434917419003606
2004,HUN,-2.4159325359688233
2008,HUN,-2.913628239609023
1896,INA,
1900,INA,
1904,INA,
1908,INA,
1912,INA,
1920,INA,
1924,INA,
1928,INA,
1932,INA,
1936,INA,
1948,INA,
1952,INA,
1956,INA,
1960,INA,
1964,INA,
1968,INA,
1972,INA,
1976,INA,
1980,INA,
1984,INA,
1988,INA,
1992,INA,40.67448680351906
1996,INA,6.078215386917951
2000,INA,9.276907763306097
2004,INA,-4.1830475293411995
2008,INA,2.1770684878112068
1896,IND,
1900,IND,
1904,IND,0.0
1908,IND,0.0
1912,IND,0.0
1920,IND,0.0
1924,IND,0.0
1928,IND,220.4225352112676
1932,IND,14.300247178295944
1936,IND,12.945064908807268
1948,IND,10.411516035010315
1952,IND,-0.9041209672349226
1956,IND,1.2360158074044225
1960,IND,-2.2060453224435284
1964,IND,-1.6832573243837023
1968,IND,-1.54544847969591
1972,IND,-2.7516400590538392
1976,IND,0.0
1980,IND,-2.498853101988474
1984,IND,0.0
1988,IND,0.0
1992,IND,0.0
1996,IND,-7.434730484661111
2000,IND,-6.904472092310221
2004,IND,-6.425639197318089
2008,IND,-5.541170230132774
1896,IOP,
1900,IOP,
1904,IOP,
1908,IOP,
1912,IOP,
1920,IOP,
1924,IOP,
1928,IOP,
1932,IOP,
1936,IOP,
1948,IOP,
1952,IOP,
1956,IOP,
1960,IOP,
1964,IOP,
1968,IOP,
1972,IOP,
1976,IOP,
1980,IOP,
1984,IOP,
1988,IOP,
1992,IOP,
1996,IOP,0.0
2000,IOP,0.0
2004,IOP,0.0
2008,IOP,0.0
1896,IRI,
1900,IRI,
1904,IRI,
1908,IRI,
1912,IRI,
1920,IRI,
1924,IRI,
1928,IRI,
1932,IRI,
1936,IRI,
1948,IRI,
1952,IRI,270.4724409448819
1956,IRI,8.045093671635929
1960,IRI,-1.9434213754407237
1964,IRI,-11.786555451353408
1968,IRI,2.3358892813204024
1972,IRI,-5.977095605562576
1976,IRI,-7.819203096541372
1980,IRI,0.0
1984,IRI,0.0
1988,IRI,-9.20609855060781
1992,IRI,-4.863231004449398
1996,IRI,-4.589028763635461
2000,IRI,-3.0128615501153533
2004,IRI,-0.03202639732619028
2008,IRI,-4.822164438465348
1896,IRL,
1900,IRL,
1904,IRL,
1908,IRL,
1912,IRL,
1920,IRL,
1924,IRL,
1928,IRL,
1932,IRL,65.4471544715447
1936,IRL,0.0
1948,IRL,0.0
1952,IRL,-17.24259283314401
1956,IRL,48.24178386686173
1960,IRL,0.0
1964,IRL,-13.073239678415637
1968,IRL,0.0
1972,IRL,0.0
1976,IRL,0.0
1980,IRL,-2.1602018935570677
1984,IRL,-10.258551688143324
1988,IRL,0.0
1992,IRL,-5.779910645571517
1996,IRL,0.5182003663199097
2000,IRL,-7.598424991226205
2004,IRL,0.0
2008,IRL,-2.0962804168665694
1896,IRQ,
1900,IRQ,
1904,IRQ,
1908,IRQ,
1912,IRQ,
1920,IRQ,
1924,IRQ,
1928,IRQ,
1932,IRQ,
1936,IRQ,
1948,IRQ,
1952,IRQ,
1956,IRQ,
1960,IRQ,
1964,IRQ,0.0
1968,IRQ,0.0
1972,IRQ,0.0
1976,IRQ,0.0
1980,IRQ,0.0
1984,IRQ,0.0
1988,IRQ,0.0
1992,IRQ,0.0
1996,IRQ,0.0
2000,IRQ,0.0
2004,IRQ,0.0
2008,IRQ,0.0
1896,ISL,
1900,ISL,
1904,ISL,
1908,ISL,
1912,ISL,
1920,ISL,
1924,ISL,
1928,ISL,
1932,ISL,
1936,ISL,
1948,ISL,
1952,ISL,
1956,ISL,
1960,ISL,0.0
1964,ISL,0.0
1968,ISL,0.0
1972,ISL,0.0
1976,ISL,0.0
1980,ISL,0.0
1984,ISL,-19.671007539410557
1988,ISL,0.0
1992,ISL,0.0
1996,ISL,0.0
2000,ISL,-15.108035016105037
2004,ISL,0.0
2008,ISL,197.4419385566514
1896,ISR,
1900,ISR,
1904,ISR,
1908,ISR,
1912,ISR,
1920,ISR,
1924,ISR,
1928,ISR,
1932,ISR,
1936,ISR,
1948,ISR,
1952,ISR,
1956,ISR,
1960,ISR,
1964,ISR,
1968,ISR,
1972,ISR,
1976,ISR,
1980,ISR,
1984,ISR,
1988,ISR,
1992,ISR,
1996,ISR,-27.071005917159763
2000,ISR,-13.995943204868155
2004,ISR,9.013376584131304
2008,ISR,-7.788480895932626
1896,ISV,
1900,ISV,
1904,ISV,
1908,ISV,
1912,ISV,
1920,ISV,
1924,ISV,
1928,ISV,
1932,ISV,
1936,ISV,
1948,ISV,
1952,ISV,
1956,ISV,
1960,ISV,
1964,ISV,
1968,ISV,
1972,ISV,
1976,ISV,
1980,ISV,
1984,ISV,
1988,ISV,
1992,ISV,0.0
1996,ISV,0.0
2000,ISV,0.0
2004,ISV,0.0
2008,ISV,0.0
1896,ITA,
1900,ITA,
1904,ITA,0.0
1908,ITA,5.7213930348258835
1912,ITA,62.430574941841144
1920,ITA,95.5935037428043
1924,ITA,23.971652933042087
1928,ITA,33.84491105432219
1932,ITA,26.79312832059577
1936,ITA,5.872371606489013
1948,ITA,3.6017083488528945
1952,ITA,-0.15468847758959292
1956,ITA,-1.2755389129759376
1960,ITA,5.596173694600548
1964,ITA,-1.6505959266713832
1968,ITA,-3.566455639786692
1972,ITA,-4.313865313140653
1976,ITA,-3.654404274435308
1980,ITA,-3.034940842759115
1984,ITA,-1.066329549929157
1988,ITA,-3.39570565617785
1992,ITA,-2.358676373923041
1996,ITA,-1.1148341700815023
2000,ITA,-1.571947413841368
2004,ITA,0.22528044308662842
2008,ITA,-2.404936068692687
1896,JAM,
1900,JAM,
1904,JAM,
1908,JAM,
1912,JAM,
1920,JAM,
1924,JAM,
1928,JAM,
1932,JAM,
1936,JAM,
1948,JAM,
1952,JAM,72.08473940757405
1956,JAM,0.0
1960,JAM,0.0
1964,JAM,0.0
1968,JAM,-28.23555588571123
1972,JAM,-20.364750402933552
1976,JAM,-11.543403665373065
1980,JAM,-5.422961738657284
1984,JAM,5.088678729660767
1988,JAM,0.18658643906688255
1992,JAM,-2.9460813119447926
1996,JAM,17.777438394463264
2000,JAM,19.343852820926656
2004,JAM,4.116285758156324
2008,JAM,6.430485716558243
1896,JPN,
1900,JPN,
1904,JPN,
1908,JPN,
1912,JPN,
1920,JPN,
1924,JPN,-25.52790346907995
1928,JPN,184.87445177393474
1932,JPN,231.99989259623854
1936,JPN,9.485578250132232
1948,JPN,0.0
1952,JPN,-4.04433085682313
1956,JPN,8.366506614239011
1960,JPN,9.676101952351846
1964,JPN,23.526654409434357
1968,JPN,15.881487636650316
1972,JPN,5.674178499813998
1976,JPN,0.1816196604109921
1980,JPN,0.0
1984,JPN,0.6945551926420102
1988,JPN,-4.163733078052667
1992,JPN,-0.48438985993100037
1996,JPN,-1.3629801401503827
2000,JPN,-1.5802622426706048
2004,JPN,3.5459395421784112
2008,JPN,-0.8425638001450464
1896,KAZ,
1900,KAZ,
1904,KAZ,
1908,KAZ,
1912,KAZ,
1920,KAZ,
1924,KAZ,
1928,KAZ,
1932,KAZ,
1936,KAZ,
1948,KAZ,
1952,KAZ,
1956,KAZ,
1960,KAZ,
1964,KAZ,
1968,KAZ,
1972,KAZ,
1976,KAZ,
1980,KAZ,
1984,KAZ,
1988,KAZ,
1992,KAZ,
1996,KAZ,
2000,KAZ,-20.645161290322577
2004,KAZ,-4.909245288649078
2008,KAZ,10.645328404698917
1896,KEN,
1900,KEN,
1904,KEN,
1908,KEN,
1912,KEN,
1920,KEN,
1924,KEN,
1928,KEN,
1932,KEN,
1936,KEN,
1948,KEN,
1952,KEN,
1956,KEN,
1960,KEN,
1964,KEN,
1968,KEN,537.7788554801164
1972,KEN,20.12222843588607
1976,KEN,0.0
1980,KEN,0.0
1984,KEN,-18.22305676237229
1988,KEN,-1.2301838299537682
1992,KEN,-3.9026573801078768
1996,KEN,-3.8439487499688285
2000,KEN,-4.8296044179538145
2004,KEN,-3.8860265916287218
2008,KEN,3.239410604249837
1896,KGZ,
1900,KGZ,
1904,KGZ,
1908,KGZ,
1912,KGZ,
1920,KGZ,
1924,KGZ,
1928,KGZ,
1932,KGZ,
1936,KGZ,
1948,KGZ,
1952,KGZ,
1956,KGZ,
1960,KGZ,
1964,KGZ,
1968,KGZ,
1972,KGZ,
1976,KGZ,
1980,KGZ,
1984,KGZ,
1988,KGZ,
1992,KGZ,
1996,KGZ,
2000,KGZ,
2004,KGZ,0.0
2008,KGZ,48.67776689520078
1896,KOR,
1900,KOR,
1904,KOR,
1908,KOR,
1912,KOR,
1920,KOR,
1924,KOR,
1928,KOR,
1932,KOR,
1936,KOR,
1948,KOR,
1952,KOR,-4.218222722159737
1956,KOR,-1.3239735351263437
1960,KOR,0.0
1964,KOR,6.977150042553859
1968,KOR,-4.382548446777479
1972,KOR,-10.745571025136513
1976,KOR,73.49159638056526
1980,KOR,0.0
1984,KOR,85.32896736829146
1988,KOR,70.07072657908179
1992,KOR,14.789186879571158
1996,KOR,15.161867483919167
2000,KOR,11.365815890031561
2004,KOR,4.037570729080819
2008,KOR,8.222746617987786
1896,KSA,
1900,KSA,
1904,KSA,
1908,KSA,
1912,KSA,
1920,KSA,
1924,KSA,
1928,KSA,
1932,KSA,
1936,KSA,
1948,KSA,
1952,KSA,
1956,KSA,
1960,KSA,
1964,KSA,
1968,KSA,
1972,KSA,
1976,KSA,
1980,KSA,
1984,KSA,
1988,KSA,
1992,KSA,
1996,KSA,
2000,KSA,
2004,KSA,0.0
2008,KSA,0.0
1896,KUW,
1900,KUW,
1904,KUW,
1908,KUW,
1912,KUW,
1920,KUW,
1924,KUW,
1928,KUW,
1932,KUW,
1936,KUW,
1948,KUW,
1952,KUW,
1956,KUW,
1960,KUW,
1964,KUW,
1968,KUW,
1972,KUW,
1976,KUW,
1980,KUW,
1984,KUW,
1988,KUW,
1992,KUW,
1996,KUW,
2000,KUW,
2004,KUW,0.0
2008,KUW,0.0
1896,LAT,
1900,LAT,
1904,LAT,
1908,LAT,
1912,LAT,
1920,LAT,
1924,LAT,
1928,LAT,
1932,LAT,
1936,LAT,20.285714285714285
1948,LAT,0.0
1952,LAT,0.0
1956,LAT,0.0
1960,LAT,0.0
1964,LAT,0.0
1968,LAT,0.0
1972,LAT,0.0
1976,LAT,0.0
1980,LAT,0.0
1984,LAT,0.0
1988,LAT,0.0
1992,LAT,-3.3460805279056705
1996,LAT,-17.88619079400292
2000,LAT,-0.8176595378002638
2004,LAT,5.0055981954081785
2008,LAT,-1.3035809235153573
1896,LIB,
1900,LIB,
1904,LIB,
1908,LIB,
1912,LIB,
1920,LIB,
1924,LIB,
1928,LIB,
1932,LIB,
1936,LIB,
1948,LIB,
1952,LIB,
1956,LIB,0.0
1960,LIB,0.0
1964,LIB,0.0
1968,LIB,0.0
1972,LIB,-31.244725738396628
1976,LIB,0.0
1980,LIB,-17.7963023882471
1984,LIB,0.0
1988,LIB,0.0
1992,LIB,0.0
1996,LIB,0.0
2000,LIB,0.0
2004,LIB,0.0
2008,LIB,0.0
1896,LTU,
1900,LTU,
1904,LTU,
1908,LTU,
1912,LTU,
1920,LTU,
1924,LTU,
1928,LTU,
1932,LTU,
1936,LTU,
1948,LTU,
1952,LTU,
1956,LTU,
1960,LTU,
1964,LTU,
1968,LTU,
1972,LTU,
1976,LTU,
1980,LTU,
1984,LTU,
1988,LTU,
1992,LTU,
1996,LTU,-7.66954938552572
2000,LTU,6.61408265549257
2004,LTU,-19.99864962064407
2008,LTU,-11.844164718710681
1896,LUX,
1900,LUX,
1904,LUX,
1908,LUX,
1912,LUX,
1920,LUX,
1924,LUX,0.0
1928,LUX,0.0
1932,LUX,0.0
1936,LUX,0.0
1948,LUX,0.0
1952,LUX,23.003374578177716
1956,LUX,0.0
1960,LUX,0.0
1964,LUX,0.0
1968,LUX,0.0
1972,LUX,0.0
1976,LUX,0.0
1980,LUX,0.0
1984,LUX,0.0
1988,LUX,0.0
1992,LUX,0.0
1996,LUX,0.0
2000,LUX,0.0
2004,LUX,0.0
2008,LUX,0.0
1896,MAR,
1900,MAR,
1904,MAR,
1908,MAR,
1912,MAR,
1920,MAR,
1924,MAR,
1928,MAR,
1932,MAR,
1936,MAR,
1948,MAR,
1952,MAR,
1956,MAR,
1960,MAR,
1964,MAR,0.0
1968,MAR,0.0
1972,MAR,0.0
1976,MAR,0.0
1980,MAR,0.0
1984,MAR,10.452364633310495
1988,MAR,18.31830216652437
1992,MAR,4.687834357107912
1996,MAR,-6.128417028539523
2000,MAR,11.735729728925715
2004,MAR,-1.1017219460188077
2008,MAR,-4.89122481839126
1896,MAS,
1900,MAS,
1904,MAS,
1908,MAS,
1912,MAS,
1920,MAS,
1924,MAS,
1928,MAS,
1932,MAS,
1936,MAS,
1948,MAS,
1952,MAS,
1956,MAS,
1960,MAS,
1964,MAS,
1968,MAS,
1972,MAS,
1976,MAS,
1980,MAS,
1984,MAS,
1988,MAS,
1992,MAS,
1996,MAS,18.78698224852071
2000,MAS,0.0
2004,MAS,0.0
2008,MAS,-21.618164660843743
1896,MDA,
1900,MDA,
1904,MDA,
1908,MDA,
1912,MDA,
1920,MDA,
1924,MDA,
1928,MDA,
1932,MDA,
1936,MDA,
1948,MDA,
1952,MDA,
1956,MDA,
1960,MDA,
1964,MDA,
1968,MDA,
1972,MDA,
1976,MDA,
1980,MDA,
1984,MDA,
1988,MDA,
1992,MDA,
1996,MDA,
2000,MDA,-19.24731182795698
2004,MDA,0.0
2008,MDA,-20.80699452639706
1896,MEX,
1900,MEX,
1904,MEX,
1908,MEX,
1912,MEX,
1920,MEX,
1924,MEX,
1928,MEX,
1932,MEX,
1936,MEX,231.14285714285714
1948,MEX,0.8903365676445896
1952,MEX,-22.41167739425275
1956,MEX,-14.638324630977962
1960,MEX,-14.04062852913035
1964,MEX,-11.999019405472556
1968,MEX,7.546288617798647
1972,MEX,-9.509401305726705
1976,MEX,-7.106918178252519
1980,MEX,6.892520086635789
1984,MEX,-1.8181707537162417
1988,MEX,-5.765419215163792
1992,MEX,-6.28202851013352
1996,MEX,-5.880389626103632
2000,MEX,-1.9146682156035766
2004,MEX,-3.085448406147462
2008,MEX,-2.888667324520444
1896,MGL,
1900,MGL,
1904,MGL,
1908,MGL,
1912,MGL,
1920,MGL,
1924,MGL,
1928,MGL,
1932,MGL,
1936,MGL,
1948,MGL,
1952,MGL,
1956,MGL,
1960,MGL,
1964,MGL,
1968,MGL,
1972,MGL,-39.12447257383966
1976,MGL,-22.518391933242654
1980,MGL,14.398605495748097
1984,MGL,0.0
1988,MGL,-13.82044663550177
1992,MGL,-5.830224840167542
1996,MGL,-9.762539411754023
2000,MGL,0.0
2004,MGL,-8.419170289396138
2008,MGL,4.3910095742476285
1896,MKD,
1900,MKD,
1904,MKD,
1908,MKD,
1912,MKD,
1920,MKD,
1924,MKD,
1928,MKD,
1932,MKD,
1936,MKD,
1948,MKD,
1952,MKD,
1956,MKD,
1960,MKD,
1964,MKD,
1968,MKD,
1972,MKD,
1976,MKD,
1980,MKD,
1984,MKD,
1988,MKD,
1992,MKD,
1996,MKD,
2000,MKD,
2004,MKD,0.0
2008,MKD,0.0
1896,MOZ,
1900,MOZ,
1904,MOZ,
1908,MOZ,
1912,MOZ,
1920,MOZ,
1924,MOZ,
1928,MOZ,
1932,MOZ,
1936,MOZ,
1948,MOZ,
1952,MOZ,
1956,MOZ,
1960,MOZ,
1964,MOZ,
1968,MOZ,
1972,MOZ,
1976,MOZ,
1980,MOZ,
1984,MOZ,
1988,MOZ,
1992,MOZ,
1996,MOZ,
2000,MOZ,-3.8709677419354716
2004,MOZ,0.0
2008,MOZ,0.0
1896,MRI,
1900,MRI,
1904,MRI,
1908,MRI,
1912,MRI,
1920,MRI,
1924,MRI,
1928,MRI,
1932,MRI,
1936,MRI,
1948,MRI,
1952,MRI,
1956,MRI,
1960,MRI,
1964,MRI,
1968,MRI,
1972,MRI,
1976,MRI,
1980,MRI,
1984,MRI,
1988,MRI,
1992,MRI,
1996,MRI,
2000,MRI,
2004,MRI,
2008,MRI,
1896,NAM,
1900,NAM,
1904,NAM,
1908,NAM,
1912,NAM,
1920,NAM,
1924,NAM,
1928,NAM,
1932,NAM,
1936,NAM,
1948,NAM,
1952,NAM,
1956,NAM,
1960,NAM,
1964,NAM,
1968,NAM,
1972,NAM,
1976,NAM,
1980,NAM,
1984,NAM,
1988,NAM,
1992,NAM,
1996,NAM,-4.142011834319526
2000,NAM,0.0
2004,NAM,0.0
2008,NAM,0.0
1896,NED,
1900,NED,
1904,NED,0.0
1908,NED,-32.48756218905473
1912,NED,-1.9127437143249604
1920,NED,10.739637408265068
1924,NED,0.5348516617199373
1928,NED,36.315242949249
1932,NED,-7.185237396401922
1936,NED,2.0066139519884896
1948,NED,4.313577811955294
1952,NED,-4.777674456729308
1956,NED,0.0
1960,NED,-8.25335204307861
1964,NED,-1.0255974607259577
1968,NED,-4.576523738222116
1972,NED,-6.012304085213726
1976,NED,-4.118049701224258
1980,NED,-5.312150764310375
1984,NED,0.02563701375257743
1988,NED,0.23530791879597945
1992,NED,-1.5410593165094522
1996,NED,2.286353397238061
2000,NED,2.0115745198039603
2004,NED,1.6038363407874678
2008,NED,0.27308507610115385
1896,NGR,
1900,NGR,
1904,NGR,
1908,NGR,
1912,NGR,
1920,NGR,
1924,NGR,
1928,NGR,
1932,NGR,
1936,NGR,
1948,NGR,
1952,NGR,
1956,NGR,
1960,NGR,
1964,NGR,
1968,NGR,0.0
1972,NGR,-7.3839662447257375
1976,NGR,0.0
1980,NGR,0.0
1984,NGR,91.24102330311219
1988,NGR,0.0
1992,NGR,66.9734434994167
1996,NGR,75.52800024994464
2000,NGR,-3.7923551423945323
2004,NGR,-2.718009216150885
2008,NGR,18.04103929285088
1896,NIG,
1900,NIG,
1904,NIG,
1908,NIG,
1912,NIG,
1920,NIG,
1924,NIG,
1928,NIG,
1932,NIG,
1936,NIG,
1948,NIG,
1952,NIG,
1956,NIG,
1960,NIG,
1964,NIG,
1968,NIG,
1972,NIG,
1976,NIG,0.0
1980,NIG,0.0
1984,NIG,0.0
1988,NIG,0.0
1992,NIG,0.0
1996,NIG,0.0
2000,NIG,0.0
2004,NIG,0.0
2008,NIG,0.0
1896,NOR,
1900,NOR,
1904,NOR,0.0
1908,NOR,105.6661138750691
1912,NOR,45.84635289133272
1920,NOR,26.505494954215013
1924,NOR,-11.18117296924791
1928,NOR,-13.100615068069255
1932,NOR,0.0
1936,NOR,-5.406184911040923
1948,NOR,-6.824117690170728
1952,NOR,-7.5303871989852
1956,NOR,-9.192112851717727
1960,NOR,-8.54988342291877
1964,NOR,0.0
1968,NOR,-6.941535294627332
1972,NOR,-6.090769564916543
1976,NOR,-6.064373855858607
1980,NOR,0.0
1984,NOR,-6.027691732215201
1988,NOR,-2.7908543331763735
1992,NOR,-2.8455410448445684
1996,NOR,-2.612565890634855
2000,NOR,-0.6145627454036018
2004,NOR,-4.287068986848475
2008,NOR,-2.5804210262546645
1896,NZL,
1900,NZL,
1904,NZL,
1908,NZL,
1912,NZL,
1920,NZL,
1924,NZL,23.416289592760187
1928,NZL,16.04342830585712
1932,NZL,48.68456850360754
1936,NZL,-6.0672224932742935
1948,NZL,0.0
1952,NZL,19.83114605568219
1956,NZL,11.938882904014037
1960,NZL,8.068877712629563
1964,NZL,18.43733446739715
1968,NZL,15.662444450092593
1972,NZL,26.007164573203667
1976,NZL,36.3806178428673
1980,NZL,0.0
1984,NZL,15.367069857988437
1988,NZL,11.134367188266015
1992,NZL,2.0322217813364407
1996,NZL,-1.8516079420209386
2000,NZL,-4.152920378990421
2004,NZL,-2.9776204015582675
2008,NZL,0.4837667468033491
1896,PAK,
1900,PAK,
1904,PAK,
1908,PAK,
1912,PAK,
1920,PAK,
1924,PAK,
1928,PAK,
1932,PAK,
1936,PAK,
1948,PAK,
1952,PAK,
1956,PAK,
1960,PAK,0.1700680272108679
1964,PAK,-0.00952557055365899
1968,PAK,-5.105027966058618
1972,PAK,-3.162471666885336
1976,PAK,-2.6323923940746896
1980,PAK,0.0
1984,PAK,-3.2351643692950294
1988,PAK,-11.910613478193099
